IncidentType_ID,Type_Name,Category,Severity_Level,Detection_Method
45444,Ransomware,External,Critical,SIEM
45445,DDoS,External,High,Network Monitoring
45446,SQL Injection,External,High,WAF
45447,Insider Threat,Internal,High,Manual Report
45448,Credential Stuffing,External,Medium,Auth Logs
45449,Misconfiguration,Internal,Medium,Audit
45450,Zero-Day Exploit,External,Critical,Threat Intel
45451,Phishing,External,Medium,SIEM
45452,Malware,External,High,IDS
45453,Ransomware,External,Critical,SIEM
45454,DDoS,External,High,Network Monitoring
45455,SQL Injection,External,High,WAF
45456,Insider Threat,Internal,High,Manual Report
45457,Credential Stuffing,External,Medium,Auth Logs
45458,Misconfiguration,Internal,Medium,Audit
45459,Zero-Day Exploit,External,Critical,Threat Intel
45460,Phishing,External,Medium,SIEM
45461,Malware,External,High,IDS
45462,Ransomware,External,Critical,SIEM
45463,DDoS,External,High,Network Monitoring
45464,SQL Injection,External,High,WAF
45465,Insider Threat,Internal,High,Manual Report
45466,Credential Stuffing,External,Medium,Auth Logs
45467,Misconfiguration,Internal,Medium,Audit
45468,Zero-Day Exploit,External,Critical,Threat Intel
45469,Phishing,External,Medium,SIEM
45470,Malware,External,High,IDS
45471,Ransomware,External,Critical,SIEM
45472,DDoS,External,High,Network Monitoring
45473,SQL Injection,External,High,WAF
45474,Insider Threat,Internal,High,Manual Report
45475,Credential Stuffing,External,Medium,Auth Logs
45476,Misconfiguration,Internal,Medium,Audit
45477,Zero-Day Exploit,External,Critical,Threat Intel
45478,Phishing,External,Medium,SIEM
45479,Malware,External,High,IDS
45480,Ransomware,External,Critical,SIEM
45481,DDoS,External,High,Network Monitoring
45482,SQL Injection,External,High,WAF
45483,Insider Threat,Internal,High,Manual Report
45484,Credential Stuffing,External,Medium,Auth Logs
45485,Misconfiguration,Internal,Medium,Audit
45486,Zero-Day Exploit,External,Critical,Threat Intel
45487,Phishing,External,Medium,SIEM
45488,Malware,External,High,IDS
45489,Ransomware,External,Critical,SIEM
45490,DDoS,External,High,Network Monitoring
45491,SQL Injection,External,High,WAF
45492,Insider Threat,Internal,High,Manual Report
45493,Credential Stuffing,External,Medium,Auth Logs
45494,Misconfiguration,Internal,Medium,Audit
45495,Zero-Day Exploit,External,Critical,Threat Intel
45496,Phishing,External,Medium,SIEM
45497,Malware,External,High,IDS
45498,Ransomware,External,Critical,SIEM
45499,DDoS,External,High,Network Monitoring
45500,SQL Injection,External,High,WAF
45501,Insider Threat,Internal,High,Manual Report
45502,Credential Stuffing,External,Medium,Auth Logs
45503,Misconfiguration,Internal,Medium,Audit
45504,Zero-Day Exploit,External,Critical,Threat Intel
45505,Phishing,External,Medium,SIEM
45506,Malware,External,High,IDS
45507,Ransomware,External,Critical,SIEM
45508,DDoS,External,High,Network Monitoring
45509,SQL Injection,External,High,WAF
45510,Insider Threat,Internal,High,Manual Report
45511,Credential Stuffing,External,Medium,Auth Logs
45512,Misconfiguration,Internal,Medium,Audit
45513,Zero-Day Exploit,External,Critical,Threat Intel
45514,Phishing,External,Medium,SIEM
45515,Malware,External,High,IDS
45516,Ransomware,External,Critical,SIEM
45517,DDoS,External,High,Network Monitoring
45518,SQL Injection,External,High,WAF
45519,Insider Threat,Internal,High,Manual Report
45520,Credential Stuffing,External,Medium,Auth Logs
45521,Misconfiguration,Internal,Medium,Audit
45522,Zero-Day Exploit,External,Critical,Threat Intel
45523,Phishing,External,Medium,SIEM
45524,Malware,External,High,IDS
45525,Ransomware,External,Critical,SIEM
45526,DDoS,External,High,Network Monitoring
45527,SQL Injection,External,High,WAF
45528,Insider Threat,Internal,High,Manual Report
45529,Credential Stuffing,External,Medium,Auth Logs
45530,Misconfiguration,Internal,Medium,Audit
45531,Zero-Day Exploit,External,Critical,Threat Intel
45532,Phishing,External,Medium,SIEM
45533,Malware,External,High,IDS
45534,Ransomware,External,Critical,SIEM
45535,DDoS,External,High,Network Monitoring
45536,SQL Injection,External,High,WAF
45537,Insider Threat,Internal,High,Manual Report
45538,Credential Stuffing,External,Medium,Auth Logs
45539,Misconfiguration,Internal,Medium,Audit
45540,Zero-Day Exploit,External,Critical,Threat Intel
45541,Phishing,External,Medium,SIEM
45542,Malware,External,High,IDS
45543,Ransomware,External,Critical,SIEM
45544,DDoS,External,High,Network Monitoring
45545,SQL Injection,External,High,WAF
45546,Insider Threat,Internal,High,Manual Report
45547,Credential Stuffing,External,Medium,Auth Logs
45548,Misconfiguration,Internal,Medium,Audit
45549,Zero-Day Exploit,External,Critical,Threat Intel
45550,Phishing,External,Medium,SIEM
45551,Malware,External,High,IDS
45552,Ransomware,External,Critical,SIEM
45553,DDoS,External,High,Network Monitoring
45554,SQL Injection,External,High,WAF
45555,Insider Threat,Internal,High,Manual Report
45556,Credential Stuffing,External,Medium,Auth Logs
45557,Misconfiguration,Internal,Medium,Audit
45558,Zero-Day Exploit,External,Critical,Threat Intel
45559,Phishing,External,Medium,SIEM
45560,Malware,External,High,IDS
45561,Ransomware,External,Critical,SIEM
45562,DDoS,External,High,Network Monitoring
45563,SQL Injection,External,High,WAF
45564,Insider Threat,Internal,High,Manual Report
45565,Credential Stuffing,External,Medium,Auth Logs
45566,Misconfiguration,Internal,Medium,Audit
45567,Zero-Day Exploit,External,Critical,Threat Intel
45568,Phishing,External,Medium,SIEM
45569,Malware,External,High,IDS
45570,Ransomware,External,Critical,SIEM
45571,DDoS,External,High,Network Monitoring
45572,SQL Injection,External,High,WAF
45573,Insider Threat,Internal,High,Manual Report
45574,Credential Stuffing,External,Medium,Auth Logs
45575,Misconfiguration,Internal,Medium,Audit
45576,Zero-Day Exploit,External,Critical,Threat Intel
45577,Phishing,External,Medium,SIEM
45578,Malware,External,High,IDS
45579,Ransomware,External,Critical,SIEM
45580,DDoS,External,High,Network Monitoring
45581,SQL Injection,External,High,WAF
45582,Insider Threat,Internal,High,Manual Report
45583,Credential Stuffing,External,Medium,Auth Logs
45584,Misconfiguration,Internal,Medium,Audit
45585,Zero-Day Exploit,External,Critical,Threat Intel
45586,Phishing,External,Medium,SIEM
45587,Malware,External,High,IDS
45588,Ransomware,External,Critical,SIEM
45589,DDoS,External,High,Network Monitoring
45590,SQL Injection,External,High,WAF
45591,Insider Threat,Internal,High,Manual Report
45592,Credential Stuffing,External,Medium,Auth Logs
45593,Misconfiguration,Internal,Medium,Audit
45594,Zero-Day Exploit,External,Critical,Threat Intel
45595,Phishing,External,Medium,SIEM
45596,Malware,External,High,IDS
45597,Ransomware,External,Critical,SIEM
45598,DDoS,External,High,Network Monitoring
45599,SQL Injection,External,High,WAF
45600,Insider Threat,Internal,High,Manual Report
45601,Credential Stuffing,External,Medium,Auth Logs
45602,Misconfiguration,Internal,Medium,Audit
45603,Zero-Day Exploit,External,Critical,Threat Intel
45604,Phishing,External,Medium,SIEM
45605,Malware,External,High,IDS
45606,Ransomware,External,Critical,SIEM
45607,DDoS,External,High,Network Monitoring
45608,SQL Injection,External,High,WAF
45609,Insider Threat,Internal,High,Manual Report
45610,Credential Stuffing,External,Medium,Auth Logs
45611,Misconfiguration,Internal,Medium,Audit
45612,Zero-Day Exploit,External,Critical,Threat Intel
45613,Phishing,External,Medium,SIEM
45614,Malware,External,High,IDS
45615,Ransomware,External,Critical,SIEM
45616,DDoS,External,High,Network Monitoring
45617,SQL Injection,External,High,WAF
45618,Insider Threat,Internal,High,Manual Report
45619,Credential Stuffing,External,Medium,Auth Logs
45620,Misconfiguration,Internal,Medium,Audit
45621,Zero-Day Exploit,External,Critical,Threat Intel
45622,Phishing,External,Medium,SIEM
45623,Malware,External,High,IDS
45624,Ransomware,External,Critical,SIEM
45625,DDoS,External,High,Network Monitoring
45626,SQL Injection,External,High,WAF
45627,Insider Threat,Internal,High,Manual Report
45628,Credential Stuffing,External,Medium,Auth Logs
45629,Misconfiguration,Internal,Medium,Audit
45630,Zero-Day Exploit,External,Critical,Threat Intel
45631,Phishing,External,Medium,SIEM
45632,Malware,External,High,IDS
45633,Ransomware,External,Critical,SIEM
45634,DDoS,External,High,Network Monitoring
45635,SQL Injection,External,High,WAF
45636,Insider Threat,Internal,High,Manual Report
45637,Credential Stuffing,External,Medium,Auth Logs
45638,Misconfiguration,Internal,Medium,Audit
45639,Zero-Day Exploit,External,Critical,Threat Intel
45640,Phishing,External,Medium,SIEM
45641,Malware,External,High,IDS
45642,Ransomware,External,Critical,SIEM
45643,DDoS,External,High,Network Monitoring
45644,SQL Injection,External,High,WAF
45645,Insider Threat,Internal,High,Manual Report
45646,Credential Stuffing,External,Medium,Auth Logs
45647,Misconfiguration,Internal,Medium,Audit
45648,Zero-Day Exploit,External,Critical,Threat Intel
45649,Phishing,External,Medium,SIEM
45650,Malware,External,High,IDS
45651,Ransomware,External,Critical,SIEM
45652,DDoS,External,High,Network Monitoring
45653,SQL Injection,External,High,WAF
45654,Insider Threat,Internal,High,Manual Report
45655,Credential Stuffing,External,Medium,Auth Logs
45656,Misconfiguration,Internal,Medium,Audit
45657,Zero-Day Exploit,External,Critical,Threat Intel
45658,Phishing,External,Medium,SIEM
45659,Malware,External,High,IDS
45660,Ransomware,External,Critical,SIEM
45661,DDoS,External,High,Network Monitoring
45662,SQL Injection,External,High,WAF
45663,Insider Threat,Internal,High,Manual Report
45664,Credential Stuffing,External,Medium,Auth Logs
45665,Misconfiguration,Internal,Medium,Audit
45666,Zero-Day Exploit,External,Critical,Threat Intel
45667,Phishing,External,Medium,SIEM
45668,Malware,External,High,IDS
45669,Ransomware,External,Critical,SIEM
45670,DDoS,External,High,Network Monitoring
45671,SQL Injection,External,High,WAF
45672,Insider Threat,Internal,High,Manual Report
45673,Credential Stuffing,External,Medium,Auth Logs
45674,Misconfiguration,Internal,Medium,Audit
45675,Zero-Day Exploit,External,Critical,Threat Intel
45676,Phishing,External,Medium,SIEM
45677,Malware,External,High,IDS
45678,Ransomware,External,Critical,SIEM
45679,DDoS,External,High,Network Monitoring
45680,SQL Injection,External,High,WAF
45681,Insider Threat,Internal,High,Manual Report
45682,Credential Stuffing,External,Medium,Auth Logs
45683,Misconfiguration,Internal,Medium,Audit
45684,Zero-Day Exploit,External,Critical,Threat Intel
45685,Phishing,External,Medium,SIEM
45686,Malware,External,High,IDS
45687,Ransomware,External,Critical,SIEM
45688,DDoS,External,High,Network Monitoring
45689,SQL Injection,External,High,WAF
45690,Insider Threat,Internal,High,Manual Report
45691,Credential Stuffing,External,Medium,Auth Logs
45692,Misconfiguration,Internal,Medium,Audit
45693,Zero-Day Exploit,External,Critical,Threat Intel
45694,Phishing,External,Medium,SIEM
45695,Malware,External,High,IDS
45696,Ransomware,External,Critical,SIEM
45697,DDoS,External,High,Network Monitoring
45698,SQL Injection,External,High,WAF
45699,Insider Threat,Internal,High,Manual Report
45700,Credential Stuffing,External,Medium,Auth Logs
45701,Misconfiguration,Internal,Medium,Audit
45702,Zero-Day Exploit,External,Critical,Threat Intel
45703,Phishing,External,Medium,SIEM
45704,Malware,External,High,IDS
45705,Ransomware,External,Critical,SIEM
45706,DDoS,External,High,Network Monitoring
45707,SQL Injection,External,High,WAF
45708,Insider Threat,Internal,High,Manual Report
45709,Credential Stuffing,External,Medium,Auth Logs
45710,Misconfiguration,Internal,Medium,Audit
45711,Zero-Day Exploit,External,Critical,Threat Intel
45712,Phishing,External,Medium,SIEM
45713,Malware,External,High,IDS
45714,Ransomware,External,Critical,SIEM
45715,DDoS,External,High,Network Monitoring
45716,SQL Injection,External,High,WAF
45717,Insider Threat,Internal,High,Manual Report
45718,Credential Stuffing,External,Medium,Auth Logs
45719,Misconfiguration,Internal,Medium,Audit
45720,Zero-Day Exploit,External,Critical,Threat Intel
45721,Phishing,External,Medium,SIEM
45722,Malware,External,High,IDS
45723,Ransomware,External,Critical,SIEM
45724,DDoS,External,High,Network Monitoring
45725,SQL Injection,External,High,WAF
45726,Insider Threat,Internal,High,Manual Report
45727,Credential Stuffing,External,Medium,Auth Logs
45728,Misconfiguration,Internal,Medium,Audit
45729,Zero-Day Exploit,External,Critical,Threat Intel
45730,Phishing,External,Medium,SIEM
45731,Malware,External,High,IDS
45732,Ransomware,External,Critical,SIEM
45733,DDoS,External,High,Network Monitoring
45734,SQL Injection,External,High,WAF
45735,Insider Threat,Internal,High,Manual Report
45736,Credential Stuffing,External,Medium,Auth Logs
45737,Misconfiguration,Internal,Medium,Audit
45738,Zero-Day Exploit,External,Critical,Threat Intel
45739,Phishing,External,Medium,SIEM
45740,Malware,External,High,IDS
45741,Ransomware,External,Critical,SIEM
45742,DDoS,External,High,Network Monitoring
45743,SQL Injection,External,High,WAF
45744,Insider Threat,Internal,High,Manual Report
45745,Credential Stuffing,External,Medium,Auth Logs
45746,Misconfiguration,Internal,Medium,Audit
45747,Zero-Day Exploit,External,Critical,Threat Intel
45748,Phishing,External,Medium,SIEM
45749,Malware,External,High,IDS
45750,Ransomware,External,Critical,SIEM
45751,DDoS,External,High,Network Monitoring
45752,SQL Injection,External,High,WAF
45753,Insider Threat,Internal,High,Manual Report
45754,Credential Stuffing,External,Medium,Auth Logs
45755,Misconfiguration,Internal,Medium,Audit
45756,Zero-Day Exploit,External,Critical,Threat Intel
45757,Phishing,External,Medium,SIEM
45758,Malware,External,High,IDS
45759,Ransomware,External,Critical,SIEM
45760,DDoS,External,High,Network Monitoring
45761,SQL Injection,External,High,WAF
45762,Insider Threat,Internal,High,Manual Report
45763,Credential Stuffing,External,Medium,Auth Logs
45764,Misconfiguration,Internal,Medium,Audit
45765,Zero-Day Exploit,External,Critical,Threat Intel
45766,Phishing,External,Medium,SIEM
45767,Malware,External,High,IDS
45768,Ransomware,External,Critical,SIEM
45769,DDoS,External,High,Network Monitoring
45770,SQL Injection,External,High,WAF
45771,Insider Threat,Internal,High,Manual Report
45772,Credential Stuffing,External,Medium,Auth Logs
45773,Misconfiguration,Internal,Medium,Audit
45774,Zero-Day Exploit,External,Critical,Threat Intel
45775,Phishing,External,Medium,SIEM
45776,Malware,External,High,IDS
45777,Ransomware,External,Critical,SIEM
45778,DDoS,External,High,Network Monitoring
45779,SQL Injection,External,High,WAF
45780,Insider Threat,Internal,High,Manual Report
45781,Credential Stuffing,External,Medium,Auth Logs
45782,Misconfiguration,Internal,Medium,Audit
45783,Zero-Day Exploit,External,Critical,Threat Intel
45784,Phishing,External,Medium,SIEM
45785,Malware,External,High,IDS
45786,Ransomware,External,Critical,SIEM
45787,DDoS,External,High,Network Monitoring
45788,SQL Injection,External,High,WAF
45789,Insider Threat,Internal,High,Manual Report
45790,Credential Stuffing,External,Medium,Auth Logs
45791,Misconfiguration,Internal,Medium,Audit
45792,Zero-Day Exploit,External,Critical,Threat Intel
45793,Phishing,External,Medium,SIEM
